,fname,pix_class
21920,image51239,5
21921,image5751,4
21922,image67176,16
21923,image75517,7
21924,image22931,4
21925,image53521,1
21926,image68285,3
21927,image36185,15
21928,image26384,1
21929,image46106,16
21930,image72551,7
21931,image2717,13
21932,image60130,9
21933,image18206,9
21934,image78084,9
21935,image7131,5
21936,image65716,8
21937,image76715,7
21938,image64374,13
21939,image16597,16
21940,image59805,5
21941,image72439,6
21942,image50723,5
21943,image19664,1
21944,image3375,9
21945,image73133,15
21946,image51229,5
21947,image43648,4
21948,image36974,13
21949,image7059,16
21950,image80851,2
21951,image5639,9
21952,image45304,11
21953,image53449,3
21954,image78875,9
21955,image41028,16
21956,image70259,3
21957,image58496,4
21958,image31932,2
21959,image38614,3
21960,image40522,16
21961,image52143,2
21962,image4333,0
21963,image66514,1
21964,image17904,2
21965,image18216,8
21966,image60120,11
21967,image72541,15
21968,image78094,2
21969,image54577,3
21970,image74994,9
21971,image80929,3
21972,image43730,12
21973,image51351,3
21974,image29067,1
21975,image53531,12
21976,image5741,17
21977,image15785,0
21978,image62740,7
21979,image70321,12
21980,image81287,12
21981,image12967,9
21982,image1350,4
21983,image63577,13
21984,image38051,9
21985,image52706,16
21986,image15921,11
21987,image76150,13
21988,image6316,4
21989,image42507,7
21990,image50166,16
21991,image22785,8
21992,image19021,13
21993,image3530,0
21994,image61317,11
21995,image73776,2
21996,image55740,12
21997,image47321,13
21998,image53374,15
21999,image50987,4
22000,image48833,4
22001,image45439,12
22002,image75342,1
22003,image5104,12
22004,image74648,4
22005,image9804,12
22006,image62105,17
22007,image8497,0
22008,image18453,8
22009,image60765,13
22010,image72304,16
22011,image54332,5
22012,image47259,7
22013,image55638,16
22014,image77522,9
22015,image65143,17
22016,image43175,3
22017,image51514,0
22018,image20904,12
22019,image19159,1
22020,image31796,11
22021,image3448,16
22022,image22795,7
22023,image64521,5
22024,image76140,17
22025,image47331,17
22026,image73766,7
22027,image3520,3
22028,image19031,12
22029,image12977,17
22030,image63567,8
22031,image45551,11
22032,image57130,1
22033,image81297,2
22034,image4566,9
22035,image74720,17
22036,image43984,17
22037,image32594,11
22038,image46743,17
22039,image54322,11
22040,image76038,12
22041,image12196,4
22042,image8487,8
22043,image72314,9
22044,image18443,5
22045,image29632,11
22046,image51504,13
22047,image19149,17
22048,image20914,13
22049,image55628,15
22050,image7774,12
22051,image77532,7
22052,image57048,1
22053,image915,4
22054,image34839,17
22055,image5114,13
22056,image75352,13
22057,image53364,13
22058,image50997,5
22059,image48823,17
22060,image44123,0
22061,image27952,16
22062,image19347,17
22063,image3656,16
22064,image40998,11
22065,image9383,5
22066,image13692,16
22067,image24836,5
22068,image55426,4
22069,image64657,8
22070,image8689,17
22071,image42661,2
22072,image50200,0
22073,image12398,4
22074,image28136,0
22075,image23870,3
22076,image57246,0
22077,image71270,15
22078,image72883,8
22079,image77644,1
22080,image65225,11
22081,image23091,13
22082,image58954,4
22083,image61109,2
22084,image43213,0
22085,image51672,15
22086,image29544,16
22087,image18735,1
22088,image2224,13
22089,image11813,0
22090,image37825,1
22091,image6108,0
22092,image54054,0
22093,image80593,5
22094,image62263,0
22095,image10480,3
22096,image79924,12
22097,image40179,8
22098,image63769,4
22099,image33290,17
22100,image30863,17
22101,image41473,9
22102,image53012,2
22103,image67445,11
22104,image6891,16
22105,image16855,10
22106,image81099,5
22107,image4600,4
22108,image66027,17
22109,image20293,17
22110,image23860,2
22111,image52470,1
22112,image40011,2
22113,image21799,1
22114,image1026,1
22115,image63601,16
22116,image45637,0
22117,image57256,2
22118,image73400,17
22119,image3646,11
22120,image31598,11
22121,image28126,16
22122,image42671,11
22123,image6060,12
22124,image64647,3
22125,image76226,8
22126,image61880,16
22127,image40169,13
22128,image52508,2
22129,image10490,16
22130,image44245,4
22131,image56624,2
22132,image80583,13
22133,image6881,0
22134,image81089,13
22135,image29554,16
22136,image43203,8
22137,image7412,4
22138,image46425,13
22139,image54044,9
22140,image72072,0
22141,image60413,0
22142,image11803,16
22143,image56880,0
22144,image47612,0
22145,image55273,4
22146,image65508,8
22147,image27490,13
22148,image68902,0
22149,image3003,0
22150,image61624,5
22151,image19512,7
22152,image50455,17
22153,image21845,12
22154,image54779,11
22155,image46318,16
22156,image6625,13
22157,image76463,0
22158,image56119,17
22159,image14081,5
22160,image74203,12
22161,image40654,1
22162,image49972,16
22163,image69591,1
22164,image39068,1
22165,image63044,12
22166,image26803,17
22167,image75709,0
22168,image51027,16
22169,image49193,0
22170,image32856,0
22171,image14860,1
22172,image65470,15
22173,image77011,12
22174,image35189,5
22175,image16799,4
22176,image45893,12
22177,image34483,2
22178,image39889,1
22179,image60256,0
22180,image48499,5
22181,image18160,11
22182,image70057,1
22183,image62436,16
22184,image44400,16
22185,image56061,0
22186,image24682,12
22187,image35810,4
22188,image77988,3
22189,image25388,0
22190,image5437,3
22191,image75671,1
22192,image41226,15
22193,image59392,2
22194,image38572,12
22195,image49962,2
22196,image44568,8
22197,image56109,1
22198,image74213,4
22199,image4055,13
22200,image66672,0
22201,image67378,8
22202,image75719,2
22203,image26813,1
22204,image39078,11
22205,image8955,13
22206,image69581,13
22207,image1673,1
22208,image63054,13
22209,image71435,16
22210,image29279,1
22211,image19502,12
22212,image3013,15
22213,image73255,8
22214,image56890,7
22215,image55263,13
22216,image65518,1
22217,image77179,5
22218,image46308,8
22219,image42024,8
22220,image50445,16
22221,image18008,4
22222,image2519,5
22223,image56071,4
22224,image77998,0
22225,image24692,11
22226,image35800,0
22227,image13836,3
22228,image62426,12
22229,image70047,4
22230,image58688,16
22231,image41236,13
22232,image59382,17
22233,image75661,17
22234,image5427,4
22235,image67200,3
22236,image25398,5
22237,image14870,5
22238,image7247,1
22239,image65460,9
22240,image43456,16
22241,image51037,4
22242,image39899,17
22243,image2461,12
22244,image60246,7
22245,image48489,12
22246,image45883,5
22247,image54611,4
22248,image16789,2
22249,image34493,6
22250,image74261,8
22251,image24798,4
22252,image71447,0
22253,image1601,0
22254,image59288,4
22255,image45010,1
22256,image57471,3
22257,image25292,11
22258,image26861,3
22259,image47670,0
22260,image55211,3
22261,image19570,16
22262,image73227,4
22263,image61646,16
22264,image39993,3
22265,image28701,4
22266,image48583,1
22267,image45989,11
22268,image16683,11
22269,image64060,0
22270,image76401,0
22271,image38478,0
22272,image62454,13
22273,image49868,11
22274,image3880,17
22275,image56003,2
22276,image57509,9
22277,image45168,13
22278,image5455,1
22279,image67272,1
22280,image64881,9
22281,image26919,2
22282,image41244,15
22283,image68818,3
22284,image43424,3
22285,image29373,5
22286,image19408,0
22287,image7235,11
22288,image46202,4
22289,image54663,4
22290,image26080,0
22291,image76579,17
22292,image64118,17
22293,image78380,12
22294,image28679,15
22295,image18102,2
22296,image72655,12
22297,image60234,7
22298,image68970,5
22299,image61656,0
22300,image73237,7
22301,image19560,13
22302,image55201,5
22303,image28711,17
22304,image42046,5
22305,image50427,13
22306,image40626,12
22307,image52247,13
22308,image38510,17
22309,image57461,4
22310,image25282,5
22311,image8937,2
22312,image1611,13
22313,image63036,13
22314,image71457,1
22315,image59298,2
22316,image47718,0
22317,image55379,16
22318,image77063,11
22319,image65402,0
22320,image68808,12
22321,image3109,0
22322,image28669,13
22323,image72645,1
22324,image54673,4
22325,image46212,0
22326,image64108,9
22327,image76569,12
22328,image26090,4
22329,image56013,0
22330,image35862,4
22331,image66768,8
22332,image74309,1
22333,image68191,8
22334,image38468,1
22335,image49878,2
22336,image62444,15
22337,image70025,13
22338,image3890,5
22339,image41254,1
22340,image53635,2
22341,image39162,16
22342,image75603,5
22343,image5445,8
22344,image67262,4
22345,image64891,5
22346,image32680,12
22347,image52402,4
22348,image80489,9
22349,image57224,13
22350,image45645,8
22351,image30979,13
22352,image71212,2
22353,image53108,4
22354,image19325,9
22355,image51768,0
22356,image7518,15
22357,image47025,10
22358,image6012,4
22359,image64635,9
22360,image60519,6
22361,image22481,0
22362,image42603,4
22363,image50262,0
22364,image44237,8
22365,image79946,16
22366,image72999,1
22367,image41411,8
22368,image53070,11
22369,image39727,1
22370,image5200,2
22371,image77626,1
22372,image58936,12
22373,image31492,1
22374,image29526,13
22375,image9299,13
22376,image40882,14
22377,image60461,9
22378,image72000,13
22379,image18757,4
22380,image30198,5
22381,image11871,5
22382,image12282,1
22383,image398,5
22384,image7508,12
22385,image55454,8
22386,image19335,17
22387,image73462,5
22388,image3624,2
22389,image61003,7
22390,image60509,2
22391,image53881,5
22392,image50272,1
22393,image42613,13
22394,image11919,16
22395,image76244,4
22396,image4662,17
22397,image66045,1
22398,image74424,8
22399,image80499,13
22400,image70708,11
22401,image38345,0
22402,image52412,1
22403,image63663,15
22404,image30969,4
22405,image11080,7
22406,image41579,17
22407,image45655,7
22408,image58926,8
22409,image9289,1
22410,image40892,11
22411,image43261,1
22412,image13798,4
22413,image29536,12
22414,image7470,3
22415,image65257,4
22416,image37857,15
22417,image388,11
22418,image46447,0
22419,image2256,17
22420,image11861,2
22421,image12292,16
22422,image70670,0
22423,image79956,5
22424,image44227,15
22425,image56646,17
22426,image67437,5
22427,image75056,1
22428,image16827,15
22429,image72989,5
22430,image39737,1
22431,image54228,8
22432,image64553,0
22433,image28232,15
22434,image69959,2
22435,image50104,16
22436,image2058,5
22437,image18549,13
22438,image33975,0
22439,image29738,3
22440,image3552,16
22441,image61375,0
22442,image19043,11
22443,image55722,0
22444,image47343,0
22445,image45523,1
22446,image67639,7
22447,image75258,16
22448,image12905,1
22449,image39539,16
22450,image48929,4
22451,image71174,0
22452,image40305,12
22453,image52764,16
22454,image38033,3
22455,image20187,0
22456,image27858,16
22457,image74752,0
22458,image66333,1
22459,image60707,11
22460,image72366,13
22461,image18431,11
22462,image46731,15
22463,image77540,17
22464,image7706,4
22465,image65121,16
22466,image23395,0
22467,image41777,16
22468,image53316,17
22469,image33194,4
22470,image967,7
22471,image75320,16
22472,image44151,17
22473,image27920,5
22474,image10784,15
22475,image70506,2
22476,image39529,13
22477,image12915,1
22478,image1322,1
22479,image48939,4
22480,image63505,8
22481,image75248,16
22482,image67629,17
22483,image44039,0
22484,image66323,2
22485,image74742,2
22486,image27848,4
22487,image38023,5
22488,image40315,13
22489,image50114,9
22490,image42575,16
22491,image69949,13
22492,image30396,1
22493,image46659,13
22494,image5997,0
22495,image6364,16
22496,image76122,17
22497,image47353,16
22498,image65049,4
22499,image9097,1
22500,image13586,12
22501,image29728,2
22502,image19053,13
22503,image73704,7
22504,image61365,1
22505,image75330,11
22506,image977,8
22507,image39451,7
22508,image53306,7
22509,image48841,11
22510,image33184,2
22511,image70516,3
22512,image54340,17
22513,image18421,16
22514,image2130,17
22515,image29650,0
22516,image23385,7
22517,image7716,2
22518,image65131,0
22519,image50751,3
22520,image27794,13
22521,image47516,14
22522,image55177,9
22523,image80823,15
22524,image73141,17
22525,image3307,12
22526,image61520,13
22527,image79494,9
22528,image71721,2
22529,image63340,13
22530,image78807,4
22531,image37595,4
22532,image45376,15
22533,image46985,0
22534,image74107,16
22535,image14385,4
22536,image31940,11
22537,image52131,2
22538,image40550,13
22539,image25915,0
22540,image6459,17
22541,image46164,16
22542,image18264,5
22543,image72533,17
22544,image60152,0
22545,image73039,17
22546,image49297,16
22547,image51323,16
22548,image43742,5
22549,image10848,5
22550,image7153,11
22551,image65774,16
22552,image17197,16
22553,image5733,4
22554,image67114,0
22555,image63238,15
22556,image71659,11
22557,image59096,17
22558,image53543,12
22559,image70353,16
22560,image55996,13
22561,image45366,3
22562,image46995,11
22563,image1577,0
22564,image63350,16
22565,image40540,12
22566,image38676,12
22567,image74117,4
22568,image4351,12
22569,image66576,3
22570,image14395,16
22571,image17966,16
22572,image6531,11
22573,image64316,5
22574,image59867,1
22575,image28477,0
22576,image50741,13
22577,image3317,4
22578,image61530,3
22579,image73151,3
22580,image19606,13
22581,image27784,5
22582,image80833,5
22583,image55167,12
22584,image22943,12
22585,image71649,15
22586,image63228,13
22587,image41132,3
22588,image53553,15
22589,image39204,13
22590,image24596,1
22591,image56375,12
22592,image55986,5
22593,image31828,11
22594,image62722,2
22595,image52059,0
22596,image42258,2
22597,image34797,4
22598,image54515,11
22599,image46174,17
22600,image77305,15
22601,image7143,4
22602,image17187,17
22603,image61448,8
22604,image49287,7
22605,image29005,12
22606,image43752,5
22607,image51333,1
22608,image68573,3
22609,image10645,16
22610,image19963,0
22611,image58208,11
22612,image24212,1
22613,image65979,17
22614,image25718,12
22615,image37379,5
22616,image76812,11
22617,image59702,12
22618,image2978,11
22619,image49503,1
22620,image23254,11
22621,image77481,12
22622,image27178,8
22623,image34013,2
22624,image78772,2
22625,image48009,9
22626,image56589,12
22627,image14411,12
22628,image27999,19
22629,image43837,0
22630,image20046,15
22631,image57083,17
22632,image81324,11
22633,image25660,2
22634,image75399,1
22635,image47282,16
22636,image44871,13
22637,image65198,3
22638,image79300,5
22639,image62847,13
22640,image19182,0
22641,image69898,1
22642,image48171,11
22643,image30247,0
22644,image16271,1
22645,image15882,11
22646,image5846,5
22647,image27168,11
22648,image77491,8
22649,image79268,13
22650,image29791,12
22651,image31625,12
22652,image23244,0
22653,image49513,8
22654,image12035,13
22655,image71844,4
22656,image26462,17
22657,image34003,13
22658,image44080,4
22659,image65969,8
22660,image24202,12
22661,image36663,17
22662,image10655,13
22663,image68563,12
22664,image19973,11
22665,image39590,2
22666,image50834,16
22667,image69069,8
22668,image48980,1
22669,image2968,4
22670,image59712,4
22671,image33045,12
22672,image21424,8
22673,image15073,11
22674,image76802,1
22675,image37369,15
22676,image25708,3
22677,image19192,13
22678,image62857,13
22679,image3483,3
22680,image47292,17
22681,image44861,2
22682,image35471,0
22683,image46798,15
22684,image16261,1
22685,image15892,13
22686,image5856,6
22687,image64482,0
22688,image69888,17
22689,image22636,13
22690,image2189,12
22691,image48161,1
22692,image58360,3
22693,image32437,5
